Date,NumberofGames,DayofWeek,VisitingTeam,VisitingTeamLeague,VisitingTeamGameNumber,HomeTeam,HomeTeamLeague,HomeTeamGameNumber,VistingTeamScore,HomeTeamScore,NumberofOuts,DayNight,Completition_Information,Forfeit_Information,Protest_Information,BallParkID,Attendance
20000418,0,Tue,NYA,AL,13,TEX,AL,14,6,3,54,N,,,,ARL02,43644
20000418,0,Tue,ANA,AL,14,TOR,AL,15,16,10,54,N,,,,TOR02,13825
20000419,0,Wed,COL,NL,16,ARI,NL,15,7,8,51,N,,,,PHO01,31237
20000419,0,Wed,PHI,NL,13,ATL,NL,14,1,10,51,N,,,,ATL02,29992
20000419,0,Wed,SFN,NL,14,CIN,NL,15,4,5,51,N,,,,CIN08,22795
20000419,0,Wed,PIT,NL,14,FLO,NL,16,5,1,54,N,,,,MIA01,10911
20000419,0,Wed,HOU,NL,14,LAN,NL,14,10,3,54,N,,,,LOS03,29717
20000419,0,Wed,CHN,NL,17,MON,NL,14,3,7,51,N,,,,MON02,10112
20000419,0,Wed,MIL,NL,15,NYN,NL,15,1,3,51,N,,,,NYC17,18001
20000419,0,Wed,SDN,NL,15,SLN,NL,15,3,4,51,N,,,,STL09,27997
20000419,0,Wed,TBA,AL,14,BAL,AL,13,2,3,51,N,,,,BAL12,40077
20000419,0,Wed,SEA,AL,14,CHA,AL,15,2,5,51,D,,,,CHI12,8425
20000419,0,Wed,OAK,AL,15,CLE,AL,14,10,5,54,N,,,,CLE08,40531
20000419,0,Wed,BOS,AL,15,DET,AL,14,10,0,54,N,,,,DET05,20526
20000419,0,Wed,KCA,AL,16,MIN,AL,16,6,7,53,N,,,,MIN03,7606
20000419,0,Wed,NYA,AL,14,TEX,AL,15,5,4,60,D,,,,ARL02,39294
20000419,0,Wed,ANA,AL,15,TOR,AL,16,4,12,51,N,,,,TOR02,13572
20000420,0,Thu,COL,NL,17,ARI,NL,16,0,3,51,N,,,,PHO01,34458
20000420,0,Thu,PHI,NL,14,ATL,NL,15,4,6,51,N,,,,ATL02,31451
20000420,0,Thu,SFN,NL,15,CIN,NL,16,1,11,51,D,,,,CIN08,27003
20000420,0,Thu,PIT,NL,15,FLO,NL,17,2,3,83,N,,,,MIA01,9396
20000420,0,Thu,CHN,NL,18,MON,NL,15,10,6,54,N,,,,MON02,12186
20000420,0,Thu,MIL,NL,16,NYN,NL,16,4,5,58,N,,,,NYC17,17002
20000420,0,Thu,SDN,NL,16,SLN,NL,16,1,14,51,N,,,,STL09,32510
20000420,0,Thu,TBA,AL,15,BAL,AL,14,4,8,51,D,,,,BAL12,34536
20000420,0,Thu,OAK,AL,16,CLE,AL,15,5,9,51,N,,,,CLE08,42134
20000420,0,Thu,KCA,AL,17,MIN,AL,17,7,9,51,D,,,,MIN03,9213
20000420,0,Thu,ANA,AL,16,TOR,AL,17,11,12,51,N,,,,TOR02,13985
20000421,0,Fri,SFN,NL,16,ARI,NL,17,11,5,54,N,,,,PHO01,40929
20000421,0,Fri,PIT,NL,16,ATL,NL,16,2,6,51,N,,,,ATL02,33790
20000421,0,Fri,LAN,NL,15,CIN,NL,17,9,2,54,N,,,,CIN08,34458
20000421,0,Fri,PHI,NL,15,FLO,NL,18,4,3,54,N,,,,MIA01,15478
20000421,0,Fri,SDN,NL,17,HOU,NL,15,7,2,54,N,,,,HOU03,42092
20000421,0,Fri,MIL,NL,17,MON,NL,16,1,5,51,N,,,,MON02,12315
20000421,0,Fri,COL,NL,18,SLN,NL,17,6,4,54,N,,,,STL09,34966
20000421,0,Fri,DET,AL,15,CHA,AL,16,2,7,51,N,,,,CHI12,11278
20000421,0,Fri,BAL,AL,15,OAK,AL,17,11,9,54,N,,,,OAK01,11802
20000421,0,Fri,KCA,AL,18,SEA,AL,15,2,10,51,N,,,,SEA03,37034
20000421,0,Fri,ANA,AL,17,TBA,AL,16,9,6,54,N,,,,STP01,22221
20000421,0,Fri,MIN,AL,18,TEX,AL,16,10,5,54,N,,,,ARL02,35155
20000421,0,Fri,NYA,AL,15,TOR,AL,18,3,8,51,D,,,,TOR02,25921
20000422,0,Sat,SFN,NL,17,ARI,NL,18,8,6,54,D,,,,PHO01,45659
20000422,0,Sat,PIT,NL,17,ATL,NL,17,2,4,51,N,,,,ATL02,41389
20000422,0,Sat,LAN,NL,16,CIN,NL,18,16,2,54,D,,,,CIN08,35557
20000422,0,Sat,PHI,NL,16,FLO,NL,19,2,4,51,N,,,,MIA01,22787
20000422,0,Sat,SDN,NL,18,HOU,NL,16,8,6,60,D,,,,HOU03,42121
20000422,0,Sat,MIL,NL,18,MON,NL,17,7,3,54,N,,,,MON02,14461
20000422,1,Sat,CHN,NL,19,NYN,NL,17,3,8,51,D,,,,NYC17,0
20000422,2,Sat,CHN,NL,20,NYN,NL,18,6,7,51,D,,,,NYC17,32204
20000422,0,Sat,COL,NL,19,SLN,NL,18,7,6,54,N,,,,STL09,42901
20000422,0,Sat,DET,AL,16,CHA,AL,17,6,14,51,D,,,,CHI12,16410
20000422,0,Sat,BAL,AL,16,OAK,AL,18,4,3,54,D,,,,OAK01,23783
20000422,0,Sat,KCA,AL,19,SEA,AL,16,2,4,51,D,,,,SEA03,38200
20000422,0,Sat,ANA,AL,18,TBA,AL,17,9,11,59,D,,,,STP01,22042
20000422,0,Sat,MIN,AL,19,TEX,AL,17,3,8,51,N,,,,ARL02,42659
20000422,0,Sat,NYA,AL,16,TOR,AL,19,2,8,51,D,,,,TOR02,30167
20000423,0,Sun,SFN,NL,18,ARI,NL,19,12,7,54,D,,,,PHO01,35879
20000423,0,Sun,PIT,NL,18,ATL,NL,18,3,5,51,D,,,,ATL02,29463
20000423,0,Sun,LAN,NL,17,CIN,NL,19,11,3,54,D,,,,CIN08,29124
20000423,0,Sun,PHI,NL,17,FLO,NL,20,2,5,51,D,,,,MIA01,11442
20000423,0,Sun,SDN,NL,19,HOU,NL,17,11,10,54,D,,,,HOU03,38695
20000423,0,Sun,MIL,NL,19,MON,NL,18,4,6,51,D,,,,MON02,14410
20000423,0,Sun,CHN,NL,21,NYN,NL,19,8,15,51,D,,,,NYC17,27560
20000423,0,Sun,COL,NL,20,SLN,NL,19,3,6,39,D,,,,STL09,30253
20000423,0,Sun,DET,AL,17,CHA,AL,18,4,9,51,D,,,,CHI12,12154
20000423,0,Sun,BAL,AL,17,OAK,AL,19,2,3,63,N,,,,OAK01,14289
20000423,0,Sun,KCA,AL,20,SEA,AL,17,5,8,51,D,,,,SEA03,29701
20000423,0,Sun,ANA,AL,19,TBA,AL,18,0,1,51,D,,,,STP01,15601
20000423,0,Sun,MIN,AL,20,TEX,AL,18,5,4,54,D,,,,ARL02,30081
20000423,0,Sun,NYA,AL,17,TOR,AL,20,10,7,54,D,,,,TOR02,20485
20000424,0,Mon,PHI,NL,18,FLO,NL,21,1,3,51,N,,,,MIA01,9344
20000424,0,Mon,LAN,NL,18,NYN,NL,20,0,1,52,D,,,,NYC17,37987
20000424,0,Mon,DET,AL,18,ANA,AL,20,4,10,51,N,,,,ANA01,16433
20000424,0,Mon,BAL,AL,18,CHA,AL,19,2,8,51,N,,,,CHI12,15461
20000424,0,Mon,MIN,AL,21,NYA,AL,18,7,3,54,D,,,,NYC16,35693
20000424,0,Mon,TOR,AL,21,OAK,AL,20,3,2,54,N,,,,OAK01,8363
20000424,0,Mon,CLE,AL,16,SEA,AL,18,6,0,54,N,,,,SEA03,30354
20000424,0,Mon,BOS,AL,16,TEX,AL,19,4,5,51,N,,,,ARL02,26940
20000425,0,Tue,LAN,NL,19,ATL,NL,19,0,1,51,N,,,,ATL02,35046
20000425,0,Tue,SFN,NL,19,FLO,NL,22,6,4,66,N,,,,MIA01,9072
20000425,0,Tue,CHN,NL,22,HOU,NL,18,7,11,51,N,,,,HOU03,37939
20000425,0,Tue,COL,NL,21,MON,NL,19,4,10,51,N,,,,MON02,10019
20000425,0,Tue,CIN,NL,20,NYN,NL,21,5,6,51,N,,,,NYC17,27153
20000425,0,Tue,ARI,NL,20,PHI,NL,19,10,2,54,N,,,,PHI12,11926
20000425,0,Tue,SDN,NL,20,PIT,NL,19,3,4,64,N,,,,PIT07,12295
20000425,0,Tue,MIL,NL,20,SLN,NL,20,2,7,51,N,,,,STL09,28232
20000425,0,Tue,DET,AL,19,ANA,AL,21,4,2,54,N,,,,ANA01,17086
20000425,0,Tue,BAL,AL,19,CHA,AL,20,12,6,54,N,,,,CHI12,11658
20000425,0,Tue,TBA,AL,19,KCA,AL,21,6,7,52,N,,,,KAN06,14677
